variant,round,metric,value
task4,1065.0,score,0.43
task4,1066.0,score,0.43
task4,1067.0,score,0.43
task4,1068.0,score,0.44
task4,1069.0,score,0.45
task4,1070.0,score,0.44
task4,1071.0,score,0.43
task4,1072.0,score,0.43
task4,1073.0,score,0.41
task4,1074.0,score,0.41
task4,1075.0,score,0.41
task4,1076.0,score,0.41
task4,1077.0,score,0.43
task4,1078.0,score,0.44
task4,1079.0,score,0.46
task4,1080.0,score,0.46
task4,1081.0,score,0.47
task4,1082.0,score,0.47
task4,1083.0,score,0.47
task4,1084.0,score,0.49
task4,1085.0,score,0.49
task4,1086.0,score,0.49
task4,1087.0,score,0.49
task4,1088.0,score,0.49
task4,1089.0,score,0.49
task4,1090.0,score,0.47
task4,1091.0,score,0.47
task4,1092.0,score,0.48
task4,1093.0,score,0.48
task4,1094.0,score,0.48
task4,1095.0,score,0.47
task4,1096.0,score,0.46
task4,1097.0,score,0.49
task4,1098.0,score,0.48
task4,1099.0,score,0.56
task4,1100.0,score,0.59
task4,1101.0,score,0.58
task4,1102.0,score,0.58
task4,1103.0,score,0.58
task4,1104.0,score,0.57
task4,1105.0,score,0.57
task4,1106.0,score,0.57
task4,1107.0,score,0.57
task4,1108.0,score,0.57
task4,1109.0,score,0.57
task4,1110.0,score,0.58
task4,1111.0,score,0.58
task4,1112.0,score,0.58
task4,1113.0,score,0.58
task4,1114.0,score,0.56
task4,1115.0,score,0.53
task4,1116.0,score,0.54
task4,1117.0,score,0.54
task4,1118.0,score,0.54
task4,1119.0,score,0.55
task4,1120.0,score,0.56
task4,1121.0,score,0.56
task4,1122.0,score,0.56
task4,1123.0,score,0.56
task4,1124.0,score,0.56
task4,1125.0,score,0.55
task4,1126.0,score,0.5
task4,1127.0,score,0.5
task4,1128.0,score,0.5
task4,1129.0,score,0.5
task4,1130.0,score,0.5
task4,1131.0,score,0.51
task4,1132.0,score,0.51
task4,1133.0,score,0.52
task4,1134.0,score,0.52
task4,1135.0,score,0.54
task4,1136.0,score,0.54
task4,1137.0,score,0.53
task4,1138.0,score,0.54
task4,1139.0,score,0.51
task4,1140.0,score,0.51
task4,1141.0,score,0.51
task4,1142.0,score,0.51
task4,1143.0,score,0.52
task4,1144.0,score,0.52
task4,1145.0,score,0.52
task4,1146.0,score,0.52
task4,1147.0,score,0.53
task4,1148.0,score,0.51
task4,1149.0,score,0.51
task4,1150.0,score,0.5
task4,1151.0,score,0.52
task4,1152.0,score,0.52
task4,1153.0,score,0.53
task4,1154.0,score,0.53
task4,1155.0,score,0.52
task4,1156.0,score,0.52
task4,1157.0,score,0.52
task4,1158.0,score,0.52
task4,1159.0,score,0.52
task4,1160.0,score,0.52
task4,1161.0,score,0.52
task4,1162.0,score,0.52
task4,1163.0,score,0.51
task4,1164.0,score,0.51
task4,1165.0,score,0.5
task4,1166.0,score,0.5
task4,1167.0,score,0.52
task4,1168.0,score,0.51
task4,1169.0,score,0.52
task4,1170.0,score,0.52
task4,1171.0,score,0.54
task4,1172.0,score,0.54
task4,1173.0,score,0.54
task4,1174.0,score,0.54
task4,1175.0,score,0.54
task4,1176.0,score,0.55
task4,1177.0,score,0.53
task4,1178.0,score,0.52
task4,1179.0,score,0.5
task4,1180.0,score,0.5
task4,1181.0,score,0.49
task4,1182.0,score,0.49
task4,1183.0,score,0.51
task4,1184.0,score,0.49
task4,1185.0,score,0.49
task4,1186.0,score,0.49
task4,1187.0,score,0.49
task4,1188.0,score,0.49
task4,1189.0,score,0.49
task4,1190.0,score,0.48
task4,1191.0,score,0.5
task4,1192.0,score,0.49
task4,1193.0,score,0.49
task4,1194.0,score,0.49
task4,1195.0,score,0.49
task4,1196.0,score,0.5
task4,1197.0,score,0.46
task4,1198.0,score,0.46
task4,1199.0,score,0.42
task4,1200.0,score,0.39
task4,1201.0,score,0.4
task4,1202.0,score,0.4
task4,1203.0,score,0.39
task4,1204.0,score,0.39
task4,1205.0,score,0.39
task4,1206.0,score,0.4
task4,1207.0,score,0.4
task4,1208.0,score,0.4
task4,1209.0,score,0.4
task4,1210.0,score,0.39
task4,1211.0,score,0.39
task4,1212.0,score,0.39
task4,1213.0,score,0.39
task4,1214.0,score,0.39
task4,1215.0,score,0.39
task4,1216.0,score,0.38
task4,1217.0,score,0.38
task4,1218.0,score,0.38
task4,1219.0,score,0.37
task4,1220.0,score,0.35
task4,1221.0,score,0.38
task4,1222.0,score,0.38
task4,1223.0,score,0.44
task4,1224.0,score,0.44
task4,1225.0,score,0.44
task4,1226.0,score,0.43
task4,1227.0,score,0.43
task4,1228.0,score,0.43
task4,1229.0,score,0.43
task4,1230.0,score,0.43
task4,1231.0,score,0.42
task4,1232.0,score,0.44
task4,1233.0,score,0.43
task4,1234.0,score,0.49
task4,1235.0,score,0.47
task4,1236.0,score,0.47
task4,1237.0,score,0.47
task4,1238.0,score,0.48
task4,1239.0,score,0.48
task4,1240.0,score,0.49
task4,1241.0,score,0.51
task4,1242.0,score,0.5
task4,1243.0,score,0.51
task4,1244.0,score,0.51
task4,1245.0,score,0.51
task4,1246.0,score,0.51
task4,1247.0,score,0.5
task4,1248.0,score,0.5
task4,1249.0,score,0.51
task4,1250.0,score,0.51
task4,1251.0,score,0.49
task4,1252.0,score,0.49
task4,1253.0,score,0.48
task4,1254.0,score,0.49
task4,1255.0,score,0.49
task4,1256.0,score,0.48
task4,1257.0,score,0.48
task4,1258.0,score,0.48
task4,1259.0,score,0.49
task4,1260.0,score,0.5
task4,1261.0,score,0.51
task4,1262.0,score,0.51
task4,1263.0,score,0.51
task4,1264.0,score,0.51
task4,1265.0,score,0.51
task4,1266.0,score,0.51
task4,1267.0,score,0.49
task4,1268.0,score,0.49
task4,1269.0,score,0.5
task4,1270.0,score,0.5
task4,1271.0,score,0.48
task4,1272.0,score,0.49
task4,1273.0,score,0.49
task4,1274.0,score,0.49
task4,1275.0,score,0.49
task4,1276.0,score,0.48
task4,1277.0,score,0.48
task4,1278.0,score,0.48
task4,1279.0,score,0.49
task4,1280.0,score,0.49
task4,1281.0,score,0.5
task4,1282.0,score,0.5
task4,1283.0,score,0.5
task4,1284.0,score,0.55
task4,1285.0,score,0.56
task4,1286.0,score,0.56
task4,1287.0,score,0.56
task4,1288.0,score,0.56
task4,1289.0,score,0.56
task4,1290.0,score,0.57
task4,1291.0,score,0.56
task4,1292.0,score,0.57
task4,1293.0,score,0.56
task4,1294.0,score,0.56
task4,1295.0,score,0.56
task4,1296.0,score,0.55
task4,1297.0,score,0.62
task4,1298.0,score,0.62
task4,1299.0,score,0.58
task4,1300.0,score,0.58
task4,1301.0,score,0.57
task4,1302.0,score,0.58
task4,1303.0,score,0.58
task4,1304.0,score,0.58
task4,1305.0,score,0.58
task4,1306.0,score,0.58
task4,1307.0,score,0.58
task4,1308.0,score,0.58
task4,1309.0,score,0.58
task4,1310.0,score,0.58
task4,1311.0,score,0.58
task4,1312.0,score,0.58
task4,1313.0,score,0.58
task4,1314.0,score,0.58
task4,1315.0,score,0.58
task4,1316.0,score,0.59
task4,1317.0,score,0.61
task4,1318.0,score,0.63
task4,1319.0,score,0.63
task4,1320.0,score,0.63
task4,1321.0,score,0.6
task4,1322.0,score,0.6
task4,1323.0,score,0.55
task4,1324.0,score,0.55
task4,1325.0,score,0.56
task4,1326.0,score,0.57
task4,1327.0,score,0.57
task4,1328.0,score,0.58
task4,1329.0,score,0.6
task4,1330.0,score,0.6
task4,1331.0,score,0.6
task4,1332.0,score,0.59
task4,1333.0,score,0.59
task4,1334.0,score,0.54
task4,1335.0,score,0.55
task4,1336.0,score,0.55
task4,1337.0,score,0.56
task4,1338.0,score,0.54
task4,1339.0,score,0.54
task4,1340.0,score,0.52
task4,1341.0,score,0.51
task4,1342.0,score,0.52
task4,1343.0,score,0.5
task4,1344.0,score,0.51
task4,1345.0,score,0.52
task4,1346.0,score,0.52
task4,1347.0,score,0.53
task4,1348.0,score,0.53
task4,1349.0,score,0.52
task4,1350.0,score,0.52
task4,1351.0,score,0.52
task4,1352.0,score,0.58
task4,1353.0,score,0.58
task4,1354.0,score,0.57
task4,1355.0,score,0.57
task4,1356.0,score,0.57
task4,1357.0,score,0.57
task4,1358.0,score,0.57
task4,1359.0,score,0.56
task4,1360.0,score,0.54
task4,1361.0,score,0.53
task4,1362.0,score,0.53
task4,1363.0,score,0.53
task4,1364.0,score,0.54
task4,1365.0,score,0.55
task4,1366.0,score,0.55
task4,1367.0,score,0.56
task4,1368.0,score,0.56
task4,1369.0,score,0.54
task4,1370.0,score,0.54
task4,1371.0,score,0.54
task4,1372.0,score,0.53
task4,1373.0,score,0.53
task4,1374.0,score,0.53
task4,1375.0,score,0.53
task4,1376.0,score,0.54
task4,1377.0,score,0.54
task4,1378.0,score,0.54
task4,1379.0,score,0.53
task4,1380.0,score,0.53
task4,1381.0,score,0.52
task4,1382.0,score,0.53
task4,1383.0,score,0.52
task4,1384.0,score,0.47
task4,1385.0,score,0.46
task4,1386.0,score,0.46
task4,1387.0,score,0.46
task4,1388.0,score,0.46
task4,1389.0,score,0.46
task4,1390.0,score,0.45
task4,1391.0,score,0.45
task4,1392.0,score,0.46
task4,1393.0,score,0.46
task4,1394.0,score,0.46
task4,1395.0,score,0.46
task4,1396.0,score,0.46
task4,1397.0,score,0.39
task4,1398.0,score,0.39
task4,1399.0,score,0.39
task4,1400.0,score,0.39
task4,1401.0,score,0.39
task4,1402.0,score,0.39
task4,1403.0,score,0.39
task4,1404.0,score,0.39
task4,1405.0,score,0.44
task4,1406.0,score,0.43
task4,1407.0,score,0.44
task4,1408.0,score,0.44
task4,1409.0,score,0.44
task4,1410.0,score,0.45
task4,1411.0,score,0.46
task4,1412.0,score,0.46
task4,1413.0,score,0.46
task4,1414.0,score,0.46
task4,1415.0,score,0.46
task4,1416.0,score,0.45
task4,1417.0,score,0.43
task4,1418.0,score,0.43
task4,1419.0,score,0.43
task4,1420.0,score,0.43
task4,1421.0,score,0.44
task4,1422.0,score,0.44
task4,1423.0,score,0.43
task4,1424.0,score,0.43
task4,1425.0,score,0.42
task4,1426.0,score,0.42
task4,1427.0,score,0.42
task4,1428.0,score,0.41
task4,1429.0,score,0.39
task4,1430.0,score,0.4
task4,1431.0,score,0.4
task4,1432.0,score,0.39
task4,1433.0,score,0.39
task4,1434.0,score,0.39
task4,1435.0,score,0.39
task4,1436.0,score,0.4
task4,1437.0,score,0.4
task4,1438.0,score,0.42
task4,1439.0,score,0.43
task4,1440.0,score,0.44
task4,1441.0,score,0.43
task4,1442.0,score,0.42
task4,1443.0,score,0.42
task4,1444.0,score,0.41
task4,1445.0,score,0.42
task4,1446.0,score,0.44
task4,1447.0,score,0.43
task4,1448.0,score,0.43
task4,1449.0,score,0.43
task4,1450.0,score,0.43
task4,1451.0,score,0.5
task4,1452.0,score,0.44
task4,1453.0,score,0.44
task4,1454.0,score,0.44
task4,1455.0,score,0.44
task4,1456.0,score,0.44
task4,1457.0,score,0.44
task4,1458.0,score,0.44
task4,1459.0,score,0.44
task4,1460.0,score,0.44
task4,1461.0,score,0.44
task4,1462.0,score,0.46
task4,1463.0,score,0.46
task4,1464.0,score,0.47
task4,1465.0,score,0.46
task4,1466.0,score,0.46
task4,1467.0,score,0.45
task4,1468.0,score,0.45
task4,1469.0,score,0.44
task4,1470.0,score,0.44
task4,1471.0,score,0.44
task4,1472.0,score,0.44
task4,1473.0,score,0.45
task4,1474.0,score,0.45
task4,1475.0,score,0.45
task4,1476.0,score,0.44
task4,1477.0,score,0.44
task4,1478.0,score,0.44
task4,1479.0,score,0.44
task4,1480.0,score,0.44
task4,1481.0,score,0.44
task4,1482.0,score,0.45
task4,1483.0,score,0.46
task4,1484.0,score,0.47
task4,1485.0,score,0.47
task4,1486.0,score,0.48
task4,1487.0,score,0.48
task4,1488.0,score,0.48
task4,1489.0,score,0.49
task4,1490.0,score,0.49
task4,1491.0,score,0.49
task4,1492.0,score,0.48
task4,1493.0,score,0.48
task4,1494.0,score,0.48
task4,1495.0,score,0.49
task4,1496.0,score,0.5
task4,1497.0,score,0.49
task4,1498.0,score,0.49
task4,1499.0,score,0.49
task4,1500.0,score,0.49
task4,1501.0,score,0.5
task4,1502.0,score,0.49
task4,1503.0,score,0.5
task4,1504.0,score,0.51
task4,1505.0,score,0.47
task4,1506.0,score,0.47
task4,1507.0,score,0.47
task4,1508.0,score,0.48
task4,1509.0,score,0.48
task4,1510.0,score,0.47
task4,1511.0,score,0.46
task4,1512.0,score,0.47
task4,1513.0,score,0.47
task4,1514.0,score,0.47
task4,1515.0,score,0.47
task4,1516.0,score,0.47
task4,1517.0,score,0.48
task4,1518.0,score,0.46
task4,1519.0,score,0.46
task4,1520.0,score,0.46
task4,1521.0,score,0.46
task4,1522.0,score,0.47
task4,1523.0,score,0.48
task4,1524.0,score,0.49
task4,1525.0,score,0.49
task4,1526.0,score,0.48
task4,1527.0,score,0.48
task4,1528.0,score,0.49
task4,1529.0,score,0.49
task4,1530.0,score,0.5
task4,1531.0,score,0.5
task4,1532.0,score,0.5
task4,1533.0,score,0.5
task4,1534.0,score,0.49
task4,1535.0,score,0.48
task4,1536.0,score,0.48
task4,1537.0,score,0.47
task4,1538.0,score,0.45
task4,1539.0,score,0.44
task4,1540.0,score,0.44
task4,1541.0,score,0.44
task4,1542.0,score,0.45
task4,1543.0,score,0.45
task4,1544.0,score,0.45
task4,1545.0,score,0.44
task4,1546.0,score,0.43
task4,1547.0,score,0.43
task4,1548.0,score,0.44
task4,1549.0,score,0.49
task4,1550.0,score,0.49
task4,1551.0,score,0.42
task4,1552.0,score,0.42
task4,1553.0,score,0.43
task4,1554.0,score,0.43
task4,1555.0,score,0.45
task4,1556.0,score,0.45
task4,1557.0,score,0.47
task4,1558.0,score,0.47
task4,1559.0,score,0.47
task4,1560.0,score,0.47
task4,1561.0,score,0.47
task4,1562.0,score,0.46
task4,1563.0,score,0.48
task4,1564.0,score,0.46
task4,1565.0,score,0.46
task4,1566.0,score,0.47
task4,1567.0,score,0.47
task4,1568.0,score,0.47
task4,1569.0,score,0.48
task4,1570.0,score,0.48
task4,1571.0,score,0.48
task4,1572.0,score,0.48
task4,1573.0,score,0.47
task4,1574.0,score,0.47
task4,1575.0,score,0.47
task4,1576.0,score,0.47
task4,1577.0,score,0.47
task4,1578.0,score,0.47
task4,1579.0,score,0.48
task4,1580.0,score,0.5
task4,1581.0,score,0.51
task4,1582.0,score,0.49
task4,1583.0,score,0.47
task4,1584.0,score,0.47
task4,1585.0,score,0.47
task4,1586.0,score,0.48
task4,1587.0,score,0.5
task4,1588.0,score,0.5
task4,1589.0,score,0.49
task4,1590.0,score,0.49
task4,1591.0,score,0.54
task4,1592.0,score,0.53
task4,1593.0,score,0.54
task4,1594.0,score,0.54
task4,1595.0,score,0.53
task4,1596.0,score,0.55
task4,1597.0,score,0.55
task4,1598.0,score,0.55
task4,1599.0,score,0.55
task4,1600.0,score,0.55
task4,1601.0,score,0.56
task4,1602.0,score,0.56
task4,1603.0,score,0.55
task4,1604.0,score,0.56
task4,1605.0,score,0.61
task4,1606.0,score,0.62
task4,1607.0,score,0.61
task4,1608.0,score,0.65
task4,1609.0,score,0.65
task4,1610.0,score,0.65
task4,1611.0,score,0.65
task4,1612.0,score,0.64
task4,1613.0,score,0.64
task4,1614.0,score,0.65
task4,1615.0,score,0.65
task4,1616.0,score,0.71
task4,1617.0,score,0.7
task4,1618.0,score,0.7
task4,1619.0,score,0.7
task4,1620.0,score,0.7
task4,1621.0,score,0.69
task4,1622.0,score,0.68
task4,1623.0,score,0.67
task4,1624.0,score,0.66
task4,1625.0,score,0.68
task4,1626.0,score,0.68
task4,1627.0,score,0.68
task4,1628.0,score,0.67
task4,1629.0,score,0.68
task4,1630.0,score,0.66
task4,1631.0,score,0.66
task4,1632.0,score,0.69
task4,1633.0,score,0.69
task4,1634.0,score,0.71
task4,1635.0,score,0.71
task4,1636.0,score,0.7
task4,1637.0,score,0.71
task4,1638.0,score,0.72
task4,1639.0,score,0.72
task4,1640.0,score,0.72
task4,1641.0,score,0.72
task4,1642.0,score,0.74
task4,1643.0,score,0.75
task4,1644.0,score,0.76
task4,1645.0,score,0.76
task4,1646.0,score,0.75
task4,1647.0,score,0.75
task4,1648.0,score,0.74
task4,1649.0,score,0.69
task4,1650.0,score,0.7
task4,1651.0,score,0.71
task4,1652.0,score,0.71
task4,1653.0,score,0.71
task4,1654.0,score,0.76
task4,1655.0,score,0.74
task4,1656.0,score,0.74
task4,1657.0,score,0.72
task4,1658.0,score,0.72
task4,1659.0,score,0.75
task4,1660.0,score,0.75
task4,1661.0,score,0.82
task4,1662.0,score,0.81
task4,1663.0,score,0.8
task4,1664.0,score,0.8
task4,1665.0,score,0.81
task4,1666.0,score,0.8
task4,1667.0,score,0.81
task4,1668.0,score,0.81
task4,1669.0,score,0.8
task4,1670.0,score,0.8
task4,1671.0,score,0.8
task4,1672.0,score,0.81
task4,1673.0,score,0.81
task4,1674.0,score,0.81
task4,1675.0,score,0.82
task4,1676.0,score,0.83
task4,1677.0,score,0.83
task4,1678.0,score,0.83
task4,1679.0,score,0.82
task4,1680.0,score,0.8
task4,1681.0,score,0.79
task4,1682.0,score,0.79
task4,1683.0,score,0.79
task4,1684.0,score,0.78
task4,1685.0,score,0.8
task4,1686.0,score,0.78
task4,1687.0,score,0.76
task4,1688.0,score,0.76
task4,1689.0,score,0.76
task4,1690.0,score,0.76
task4,1691.0,score,0.71
task4,1692.0,score,0.73
task4,1693.0,score,0.72
task4,1694.0,score,0.72
task4,1695.0,score,0.72
task4,1696.0,score,0.69
task4,1697.0,score,0.69
task4,1698.0,score,0.71
task4,1699.0,score,0.73
task4,1700.0,score,0.73
task4,1701.0,score,0.71
task4,1702.0,score,0.71
task4,1703.0,score,0.71
task4,1704.0,score,0.72
task4,1705.0,score,0.66
task4,1706.0,score,0.65
task4,1707.0,score,0.65
task4,1708.0,score,0.61
task4,1709.0,score,0.61
task4,1710.0,score,0.61
task4,1711.0,score,0.61
task4,1712.0,score,0.61
task4,1713.0,score,0.63
task4,1714.0,score,0.65
task4,1715.0,score,0.65
task4,1716.0,score,0.59
task4,1717.0,score,0.62
task4,1718.0,score,0.63
task4,1719.0,score,0.64
task4,1720.0,score,0.64
task4,1721.0,score,0.67
task4,1722.0,score,0.67
task4,1723.0,score,0.67
task4,1724.0,score,0.68
task4,1725.0,score,0.66
task4,1726.0,score,0.66
task4,1727.0,score,0.66
task4,1728.0,score,0.67
task4,1729.0,score,0.66
task4,1730.0,score,0.68
task4,1731.0,score,0.68
task4,1732.0,score,0.65
task4,1733.0,score,0.65
task4,1734.0,score,0.63
task4,1735.0,score,0.63
task4,1736.0,score,0.68
task4,1737.0,score,0.68
task4,1738.0,score,0.67
task4,1739.0,score,0.67
task4,1740.0,score,0.66
task4,1741.0,score,0.66
task4,1742.0,score,0.64
task4,1743.0,score,0.63
task4,1744.0,score,0.62
task4,1745.0,score,0.62
task4,1746.0,score,0.63
task4,1747.0,score,0.63
task4,1748.0,score,0.64
task4,1749.0,score,0.65
task4,1750.0,score,0.64
task4,1751.0,score,0.63
task4,1752.0,score,0.64
task4,1753.0,score,0.64
task4,1754.0,score,0.59
task4,1755.0,score,0.59
task4,1756.0,score,0.6
task4,1757.0,score,0.6
task4,1758.0,score,0.6
task4,1759.0,score,0.59
task4,1760.0,score,0.59
task4,1761.0,score,0.53
task4,1762.0,score,0.53
task4,1763.0,score,0.52
task4,1764.0,score,0.53
task4,1765.0,score,0.52
task4,1766.0,score,0.52
task4,1767.0,score,0.51
task4,1768.0,score,0.53
task4,1769.0,score,0.53
task4,1770.0,score,0.53
task4,1771.0,score,0.58
task4,1772.0,score,0.57
task4,1773.0,score,0.57
task4,1774.0,score,0.57
task4,1775.0,score,0.56
task4,1776.0,score,0.55
task4,1777.0,score,0.55
task4,1778.0,score,0.55
task4,1779.0,score,0.55
task4,1780.0,score,0.56
task4,1781.0,score,0.56
task4,1782.0,score,0.56
task4,1783.0,score,0.56
task4,1784.0,score,0.56
task4,1785.0,score,0.56
task4,1786.0,score,0.56
task4,1787.0,score,0.56
task4,1788.0,score,0.56
task4,1789.0,score,0.57
task4,1790.0,score,0.57
task4,1791.0,score,0.57
task4,1792.0,score,0.57
task4,1793.0,score,0.57
task4,1794.0,score,0.58
task4,1795.0,score,0.58
task4,1796.0,score,0.6
task4,1797.0,score,0.6
task4,1798.0,score,0.58
task4,1799.0,score,0.56
task4,1800.0,score,0.58
task4,1801.0,score,0.58
task4,1802.0,score,0.6
task4,1803.0,score,0.6
task4,1804.0,score,0.57
task4,1805.0,score,0.57
task4,1806.0,score,0.57
task4,1807.0,score,0.59
task4,1808.0,score,0.58
task4,1809.0,score,0.59
task4,1810.0,score,0.59
task4,1811.0,score,0.59
task4,1812.0,score,0.59
task4,1813.0,score,0.57
task4,1814.0,score,0.54
task4,1815.0,score,0.54
task4,1816.0,score,0.54
task4,1817.0,score,0.51
task4,1818.0,score,0.51
task4,1819.0,score,0.5
task4,1820.0,score,0.5
task4,1821.0,score,0.48
task4,1822.0,score,0.51
task4,1823.0,score,0.52
task4,1824.0,score,0.51
task4,1825.0,score,0.51
task4,1826.0,score,0.51
task4,1827.0,score,0.52
task4,1828.0,score,0.52
task4,1829.0,score,0.52
task4,1830.0,score,0.52
task4,1831.0,score,0.52
task4,1832.0,score,0.52
task4,1833.0,score,0.55
task4,1834.0,score,0.57
task4,1835.0,score,0.57
task4,1836.0,score,0.52
task4,1837.0,score,0.51
task4,1838.0,score,0.51
task4,1839.0,score,0.51
task4,1840.0,score,0.51
task4,1841.0,score,0.51
task4,1842.0,score,0.5
task4,1843.0,score,0.52
task4,1844.0,score,0.52
task4,1845.0,score,0.52
task4,1846.0,score,0.51
task4,1847.0,score,0.52
task4,1848.0,score,0.51
task4,1849.0,score,0.5
task4,1850.0,score,0.5
task4,1851.0,score,0.5
task4,1852.0,score,0.51
task4,1853.0,score,0.5
task4,1854.0,score,0.5
task4,1855.0,score,0.53
task4,1856.0,score,0.54
task4,1857.0,score,0.56
task4,1858.0,score,0.56
task4,1859.0,score,0.54
task4,1860.0,score,0.57
task4,1861.0,score,0.56
task4,1862.0,score,0.56
task4,1863.0,score,0.57
task4,1864.0,score,0.56
task4,1865.0,score,0.62
task4,1866.0,score,0.62
task4,1867.0,score,0.62
task4,1868.0,score,0.6
task4,1869.0,score,0.6
task4,1870.0,score,0.6
task4,1871.0,score,0.55
task4,1872.0,score,0.55
task4,1873.0,score,0.55
task4,1874.0,score,0.55
task4,1875.0,score,0.57
task4,1876.0,score,0.57
task4,1877.0,score,0.58
task4,1878.0,score,0.58
task4,1879.0,score,0.59
task4,1880.0,score,0.58
task4,1881.0,score,0.58
task4,1882.0,score,0.59
task4,1883.0,score,0.59
task4,1884.0,score,0.59
task4,1885.0,score,0.57
task4,1886.0,score,0.59
task4,1887.0,score,0.59
task4,1888.0,score,0.59
task4,1889.0,score,0.58
task4,1890.0,score,0.58
task4,1891.0,score,0.58
task4,1892.0,score,0.56
task4,1893.0,score,0.56
task4,1894.0,score,0.56
task4,1895.0,score,0.56
task4,1896.0,score,0.55
task4,1897.0,score,0.56
task4,1898.0,score,0.56
task4,1899.0,score,0.56
task4,1900.0,score,0.54
task4,1901.0,score,0.55
task4,1902.0,score,0.53
task4,1903.0,score,0.53
task4,1904.0,score,0.54
task4,1905.0,score,0.54
task4,1906.0,score,0.54
task4,1907.0,score,0.54
task4,1908.0,score,0.54
task4,1909.0,score,0.55
task4,1910.0,score,0.55
task4,1911.0,score,0.55
task4,1912.0,score,0.55
task4,1913.0,score,0.55
task4,1914.0,score,0.55
task4,1915.0,score,0.56
task4,1916.0,score,0.56
task4,1917.0,score,0.56
task4,1918.0,score,0.55
task4,1919.0,score,0.57
task4,1920.0,score,0.57
task4,1921.0,score,0.57
